dish_name,description,spice,views,rating,number_of_votes,serves,dietary_info,ingredients,instructions,prep_time,cook_time
Sooke Moong Dhal,Moong Dhal,medium,5069,4.3,3.0,4.0,['VEGETARIAN'],"['200g whole moong dhal / mung beans', '1 tbsp oil', '¼ tsp mustard seeds', '¼ tsp cumin seeds', '¼ tsp asafoetida', '¼ tsp turmeric', '1\xa0tsp chilli powder', '1 tsp coriander seeds, crushed', '2 tsp lemon juice', '1 tsp salt', 'Pinch of sugar (optional)', 'Fresh coriander, chopped']","['Soak the moong dhal for about 15 minutes.', 'Put the soaked moong dhal and 350ml water into your pressure cooker.', 'Place the lid on and cook at high pressure for 10 minutes then turn off and leave for the pressure to be released.', 'In a pan heat oil add mustard seeds, cumin and asafoetida until they sizzle.', 'Pour in the moong dhal and add the turmeric, chilli powder, coriander, lemon juice, sugar (if using) and salt.', 'Stir together and garnish with fresh coriander. Mix and serve hot.']",10,10
Soya curry,Soya chunks with peas and pepper,medium,44293,3.5,24.0,4.0,['VEGETARIAN'],"['1 tbsp vegetable oil', '1 onion, finely chopped', '3 garlic cloves, chopped', '3cm piece of ginger, grated', '250g tinned plum tomatoes', '1 green chilli, finely chopped', '1 tsp salt', '1 tsp fenugreek powder (methi)', '1 tsp turmeric', '1 tsp chilli powder', '200g peas', '200g dried soya chunks', '1 red pepper, sliced', '1 tsp garam masala', 'Handful of fresh coriander (chopped)']","['Soak the soya chunks in boiling water for 10-20 minutes until they are soft.', 'Heat oil in a pan and add onion and after a few minutes stir in the garlic. Cook for about 10 minutes until the onions are soft and just turning golden.', 'When the onions are cooked add the tomatoes, ginger, salt, turmeric, fenugreek and chilli.', 'Stir together and cook the sauce until the tomatoes and onion melt together creating a thick masala paste.', 'Squeeze the water out of the soya (be mindful that the water may still be hot).', 'Once the masala is thick and shiny add the soya and frozen peas.\xa0Stir and cook for 5 minuets.', 'Add the peppers and cook for 5-6 minutes. If you want to create a little sauce add some hot water\xa0to get the consistency of the sauce that you are looking for.', 'Sprinkle in the garam masala and fresh coriander to serve.']",10,20
Spiced Cauliflower Rice,Cauliflower Rice,medium,48520,3.7,51.0,4.0,['VEGETARIAN'],"['1 medium cauliflower, shredded', '1 tbsp rapeseed oil', '1 tsp black mustard seeds', '1 tsp cumin seeds', '2 dried Kashmiri chillies, each broken into 3 or 4 pieces', '5cm piece ginger, finely grated', '1 garlic clove, sliced', '½ tsp turmeric', '1 tsp salt', '2 fresh green chillies, sliced']","['Roughly chop your cauliflower, put into a blender and blitz very quickly to get a fine shred of cauliflower.', 'Heat the oil in a large saucepan or karahi. When it is hot, add the mustard seeds followed by the cumin seeds and dried chillies.', 'Stir for about 30 seconds, then add the sliced garlic, grated ginger, turmeric and salt and fry for 30 seconds.', 'Stir in the cauli rice and stir-fry for about 3-4 minutes over a medium heat. Stir in the green chillies.']",10,10
Spiced Fish Pie,Indian Fish Pie,mild,58157,3.4,57.0,6.0,['HEALTHY'],"['2 tbsp oil', '1 tsp fennel seeds', '½ tsp mustard seeds', '1 onion, chopped', '2 garlic\xa0cloves, finely chopped', '1 large handful of fresh spinach, chopped', '1 chilli, chopped', '400ml cream', '400g firm white fish', '200g salmon', '100g smoked fish', '300g prawns', 'salt and pepper to taste']","['Heat oven to 200°C.', 'Heat the oil and temper the fennel and mustard seeds until they crackle. Add the \xa0chopped onion and cook for 5 minutes.', 'Stir in the garlic and cook through allowing the onions to soften and turn translucent.', 'Add the chopped spinach and chilli and once the spinach has wilted pour in the cream and stir. Season with the salt and pepper.', ""As the cream warms up place the fish and prawns into the pan and simmer gently for a few minutes until it's just cooked through."", 'Remove from heat and place in a casserole dish.']",15,40
Spiced Jerusalem Artichokes,Artichoke Masala,medium,49914,3.4,39.0,4.0,['VEGETARIAN'],"['500g Jerusalem artichokes', '2 tbsp vegetable oil', '1 heaped tsp cumin seeds', 'large pinch of asafoetida', '1 green chilli, chopped', '½\xa0tsp salt', '1 lemon', '1 tsp garam masala', 'Handful of fresh coriander']","['Wash and scrub the artichokes, then peel and chop them into 4cm cubes.', 'Heat oil in a wok or karahi, add cumin seeds and asafoetida powder.', 'Once the seeds crackle, add the chillies and salt and add the chopped artichokes.', 'Stir and coat them with the spices and leave them to cook on a gentle heat for about 5-10 minutes, stirring occasionally. Cook them to the texture you like — I like mine with a crunch. Remove from the heat.', 'Squeeze in a little fresh lemon juice, sprinkle the garam masala and transfer to a bowl.', 'Sprinkle with the fresh coriander to finish.']",5,10
Spiced Potato Stuffed Peppers,Shimla Mirch Stuffed with Spiced Potato,medium,49863,4.0,32.0,4.0,['VEGETARIAN'],"['4 whole peppers, 2 red and 2 green', '4 medium sized potatoes, boiled and diced', '1 tsp rapeseed oil', '1 tsp of salt', '1 tsp cumin seeds', '1 green chilli, finely chopped', '1 tsp garam masala', '3cm fresh ginger, grated', '1 tbsp fenugreek leaves', '1 tbsp fresh coriander, finely chopped']","['Cook the potatoes gently with the skin on (do not boil too vigorously) for 20-25 minutes. Once soft leave to cool and then peel. Cut into small cubes and place into a large bowl.', 'In a small frying pan heat the oil and fry the cumin seeds. When sizzling and aromatic remove and add to the potatoes.', 'Next add the salt, chilli, garam masala, fenugreek, ginger and fresh coriander to the potatoes and stir - check seasoning.']",20,50
Spiced Pumpkin Seeds,Roasted Pumpkin Seeds,medium,7643,5.0,5.0,4.0,['VEGETARIAN'],"['Seeds from one pumpkin', '1 tsp salt', '1 tsp chilli flakes', '1-2 tsp rapeseed oil']","['Pull out the seeds from the pumpkin and place into a bowl with water.', 'Wash the seeds in a few changes of water to get rid of all the stringy flesh.', 'Place in a colander and leave to strain.', 'Place some kitchen roll on a baking sheet and put the seeds on it so they dry. You can leave them overnight.', 'Heat your oven to 180ºC', 'Spread the seeds on an oven tray and pour the oil over the seeds. Rub them so they are coated with the oil. Sprinkle with the salt and chilli flakes.', 'Roast in the oven for 10 minutes until they are golden brown.', 'Remove and leave to cool. Store in an air tight jar and use as and when required.']",10,20
Spiced Rice,Basmati Rice with Whole Spices,none,10176,3.8,8.0,4.0,['VEGETARIAN'],"['1 tbsp ghee', '1 tsp cumin seeds', '1 stick of cassia bark', '3 cloves', '4 cardamom pods', '2 star anise', '1 small onion, finely sliced', '1 garlic clove, sliced', '4cm piece of ginger, julienne', '10/15 cashew nuts', '1 tbsp raisins, (optional)', '200g/1 mug Basmati rice', '500ml/2 mugs full, cold water', '1 tsp salt, (or to taste)']","['Wash the rice until the water runs clear. I do this by covering the rice with water and running my hand through it, pouring the starchy water away then refilling with cold water and repeating until the water runs clear. Strain in a sieve and leave.', 'In a wide based pan heat the ghee and add the whole spices - cumin seeds,cassia, cloves, cardamom, star anise.', 'When they sizzle and become fragrant stir in the onions and saute.', 'After a minute or 2 add the garlic. Just as you get a little colour add the ginger, cashews and raisins.', 'Add the washed rice, stir to coat with the spices then pour in the 500ml of water (twice the amount of water to rice).', 'Add the salt and bring the water to a vigorous rolling boil, reduce the heat to the lowest setting and place the lid on the pan.', 'Leave to cook for 10 minutes do not remove the lid - be patient!', 'After 10 minutes remove from the heat and leave for a minute.', 'Then take the lid off and let the steam rise. All the water will have been absorbed and the rice will be light and fluffy.', 'Gently fork through the rice (never dive straight in) and serve.']",10,15
Spicy Courgette and Pea Fritter,20 mins,medium,66807,3.9,86.0,4.0,['VEGETARIAN'],"['2 medium courgettes, grated', '100g plain flour (or gram flour)', '1 tsp baking powder', '1 small onion, finely chopped', '50g frozen peas, defrosted', '2 cloves of garlic, finely chopped', 'salt to taste', '1 green chilli, chopped', 'handful coriander, chopped', '1 tsp chilli powder', '1 tsp garam masala', '1 tsp cumin seeds', 'oil for cooking']","['Grate the courgette and sprinkle with salt and leave for as long as you can. Place it in a colander in the sink, squeezing out any excess water.', 'In a bowl mix together the flour and baking soda.', 'Add the grated courgette, onion, peas, garlic, salt, chilli, coriander, chilli powder, garam masala and cumin seeds.', ""Squeeze and mix everything together. If it's a little dry add a touch of water."", 'Heat some oil (2 tbsp) in a nonstick frying pan.', 'Take a large spoonful and place in the hot pan. Gently press to flatten (it will be sticky) and shallow fry fritters. Reduce the heat if it gets too hot.', 'Cook on the first side until golden then flip and cook the other side.']",10,10
Spicy Lamb Chops,1 hr 25 mins,hot,199894,3.1,322.0,4.0,[],"['4 lamb chops', '1 tbsp coriander seeds', '1 tsp fennel seeds', '1 tsp cumin seeds', '5 dried Kashmiri chillies (or chilli powder mixed with paprika)', '4 cloves garlic, peeled and roughly chopped', '2 tbsp ginger, grated', '1 tsp salt', '1 tbsp rapeseed oil', '1 lemon']","['In a pestle and mortar crush the coriander, cumin, fennel seeds and dried chillies.', 'Then add the garlic, ginger and salt then grind with the spices to create a thick paste.', 'Pour in the oil and lemon juice and mix together.', 'Smear the paste all over the chops and leave to marinate for at least 1 hour.', 'Ensure they are at room temperature and cook on a griddle or barbecue for 4-5 minutes on each side until cooked through.']",10,15
Spinach and Mushroom Omelette,10 mins,medium,13519,4.1,22.0,1.0,[],"['1 tbsp oil', '1 spring onion, chopped', '1 tsp cumin seeds', '1 green chilli, chopped (optional)', 'salt to taste', '4 mushrooms, sliced', 'handful spinach', '1 tsp garam masala', '2 eggs']","['Heat the oil in a pan then add the cumin seeds.', 'Once they sizzle add the chopped spring onions and sauté.', 'Stir in the chopped chillies (if using) and a little salt.', 'Add the mushrooms and stir, cook for about 4-5 minutes.', 'Add the spinach and stir until it has wilted. Sprinkle in the garam masala then remove the pan from the heat and set to one side.', 'In two bowls separate the yolk and the egg whites.', 'Whisk the egg whites until frothy then whisk in the egg yolks.', 'Heat a little butter in a frying pan and add the eggs. Leave to cook for about 30 seconds then turn the omelette over.', 'Place the cooked omelette\xa0onto a plate and spoon the filling into the omelette and fold over to serve.']",5,5
Sweet Potato and Spinach Curry,Sweet Potato and Spinach Curry,medium,49584,3.7,75.0,4.0,['VEGETARIAN'],"['1 tbsp rapeseed oil', '1 tsp cumin seeds', '1 tsp black mustard seeds', '2 red onions, thinly sliced', '2 large cloves of garlic, finely chopped', '1 tsp ginger, grated', '2 green chillies,, thinly sliced', '1 tsp coriander seeds', '1 tsp turmeric salt to taste', '1-2 sweet potatoes, diced (about 700g)', '300g spinach, coarsely chopped', '1 tsp garam masala', '1 tbsp flaked almonds, toasted']","['Heat the oil in a large saucepan and add the cumin seeds, once fragrant add the mustard seeds. As they start to pop add the onion.', ""Stir and cook until it's translucent then add the garlic."", 'After a few minutes stir in the ginger, and chilli. You may need to add a splash of water too.', 'Grind the coriander seeds to a powder in a pestle and mortar.', 'Place the ground coriander and turmeric in a bowl and add a little water to produce a spice paste.', 'Once the onions have browned, pour in the spices paste and heat until fragrant.', 'Add some salt then reduce the heat then add the sweet potato cubes. Stir to coat with the spices.', 'Leave to cook gently for about 25-30 minutes, keep checking but do not stir too much. If you need to, you can add a little splash of water.', 'Once the sweet potatoes are soft add the spinach and stir together.', 'In a frying pan add some flaked almonds and toast for 1-2 minutes until a little brown and crisp. Remove from the pan and set to one side.', 'Once the spinach has wilted taste and adjust seasoning if required. Remove from the heat and stir in some garam masala. Top with the flaked almonds to serve.']",10,20
Tamarind Rice,Imlee Chaul,medium,35790,3.7,16.0,6.0,['VEGETARIAN'],"['200g Tilda Basmati Rice, cooked', '25g tamarind hydrated in 100ml water or 1 tbsp tamarind paste mixed with 4\xa0tbsp water', '2 tbsp coconut oil', '1 tsp mustard seeds', '½ tbsp urid dhal', '1 tbsp chana dhal', '½ tsp fenugreek seeds', '2 dried red chillies, broken', '5 curry leaves', '1 onion, chopped or ½ tsp asafoetida/asafetida', '1 tbsp peanuts', '½ tsp turmeric', '1 tsp salt or to taste', 'Handful of fresh coriander']","['Have your cooked rice ready and make up your tamarind water and set to one side.', 'Heat the oil in a pan and add\xa0the mustard seeds as they begin to pop stir in the urid and chana dhal. The dhal will begin to toast.', 'When they change colour add the fenugreek seeds, dried red chillies then stir in\xa0the curry leaves .', 'Add the onions (if using)\xa0and cook until they are a lovely golden brown colour or add\xa0the\xa0asafoetida and stir.', 'Add the peanuts to toast for a few minutes and sprinkle in the turmeric.', 'Pour in the tamarind. If using tamarind water leave it to cook until it has thickened (about 5 minutes).', 'Add salt to taste and stir in the cooked rice to coat and heat through.', 'Remove from the heat and sprinkle in some fresh coriander to serve.']",5,15
Tandoori Chicken,Chicken in a Spiced Yoghurt,medium,186225,3.7,160.0,4.0,[],"['4 chicken legs, skinned and trimmed']","['Once skinned and trimmed, slash the flesh on the legs twice, diagonally, down to the bone.', 'Blend the garlic, ginger, chilli in a pestle and mortar.', 'Place the chicken in a dish and stir in the blended ingredients. Pour on the lemon juice and the mustard oil.', 'In a separate dish, mix the remaining ingredients (salt, garam\xa0masala, ground cumin seeds, Kashmiri red chilli powder, dried fenugreek leaves) with the yoghurt to create a paste. Add this yoghurt paste to the chicken and massage into the meat using your hands.', 'Cover, refrigerate and leave for at least 30 minutes, but the longer the better. Heat the oven to 200oC.', 'Transfer the marinated chicken to an oven tray and cook for about 30-40 minutes. The chicken should be tender and a little charred, which helps give the smokey flavour. Even better, you can cook this on the barbecue!']",10,40
Tandoori Fish,Fish in a spiced yoghurt marinade,medium,105155,3.8,83.0,4.0,[],"['500g Salmon or\xa0monkfish, in thick chunks', '1 lemon', 'salt to taste', '1 tsp cumin seeds', '3 garlic cloves, roughly chopped', '4cm piece of ginger, roughly chopped', '1 green chilli, chopped', '1 heaped tbsp thick greek yoghurt', '1 tsp kashmiri chilli powder or paprika', '1 tsp garam masala', '1 heaped tsp chickpea flour', '1 tbsp fresh coriander finely chopped', '1 tsp vegetable oil', 'Lemon juice to garnish', 'Handful of fresh coriander, chopped']","['Add the salmon to a mixing bowl along with juice from half the lemon juice and salt and mix well', 'Give the cumin seeds a bash and add to the bowl.', 'Crush the ginger and garlic in a pestle and mortar and place into a bowl.', 'Add the finely chopped chilli, and the remaining marinade ingredients and mix to ensure the fish is all coated. Leave to marinate for half an hour. The fish can be skewered or cooked directly on a baking sheet.', ""Preheat the grill to a medium to high setting. Grill for 15 mins until it's just done (you can also bake this in the oven if too)"", 'Once cooked squeeze over a little lemon juice and sprinkle with green coriander and serve.']",5,10
Tandoori Prawn Skewers,Tandoori Jinga,medium,77261,3.4,74.0,4.0,[],"['12 large uncooked king prawns', '1 fresh chilli, finely', '½\xa0tsp chilli powder', '3 garlic cloves', '3cm ginger', '1 tsp salt', '1 lemon, juice']","['Crush the ginger and garlic in a pestle and mortar to make a paste.', 'Place the prawns in a large bowl and sprinkle with the chilli powder, salt, lemon juice and the crushed ginger and garlic and set to one side.', 'Blend all the marinade ingredients together and coat the prawns, refrigerate for however long you can or just cook them.', 'Thread the marinated prawns onto skewers and cook on a griddle or on a barbecue for 5-6 minutes until they are pink and just cooked through.', 'Squeeze with lemon juice and some fresh coriander to serve.']",5,5
Tandoori Style Pigeon Breast,35 mins,mild,25890,3.0,34.0,4.0,[],['8 pigeon breasts'],"['Blend the ginger, garlic to make a paste.', 'Mix the ginger and garlic paste with lemon juice, salt, chilli powder and coat the pigeon breasts. Leave them to marinate for about 20 minutes.']",5,10
Tangy Tamarind Prawns,1 hr,hot,89921,3.8,66.0,4.0,['LACTOSE-FREE'],"['500g fresh king prawns', '2 tbsp oil', '1 tsp cumin seeds', '1 onion, finely sliced', '2 cloves of garlic, finely chopped', '200g tinned tomatoes (½ tin)', '1 tbsp ginger, grated', '1 tsp turmeric', '1 tsp salt', '1 chilli, finely chopped', '1 tbsp tamarind paste (alternatively a good squeeze of lemon juice)']","['Heat the oil in a pan. Add the cumin seeds, when sizzling add the onion and garlic. Fry gently until golden brown.', 'Once browned, reduce the heat and add the tinned tomatoes, ginger, turmeric, salt, chilli and tamarind paste. Increase the heat and stir so the tomatoes and onions melt together creating a thick masala sauce.', 'Once the sauce is shiny, add the prawns and stir to coat them with the sauce. Reduce the heat and cook through for a few minutes.', 'Add in the fresh tomatoes, stir and cook for a minute then remove from the heat.', 'Stir in the garam masala and throw in the coriander to add a beautiful freshness to the dish and serve.']",10,40
Thai Prawn Tom Khaa Soup,Tom Yum Soup with coconut milk,medium,10973,4.3,13.0,2.0,['CONTAINS-COCONUT'],"['1 tbsp vegetable oil', '10 prawns, peeled and deveined', '2 garlic cloves, finely grated', '2 tsp ginger, finely grated', '1 lemongrass, peeled and finely grated', '1 tbsp brown sugar', '1 1/2 tbsp fish sauce', '1 tsp coriander powder', '2 tsp chilli, garlic paste', '400g coconut milk tin', '500ml chicken stock', 'zest from 1 lime', '200g egg noodles,', '2 pak choy, quartered or Chinese lettuce']","['Heat oil in a large saucepan over high heat. Add prawns and sear both sides until light golden (30 seconds).\xa0Remove and set to one side.', 'Reduce the heat and add a little more oil. Add garlic, ginger and lemongrass. Saute until golden.', 'Add sugar and fish sauce. Stir and cook for 30 seconds until it turns almost to a caramel.', 'Add chilli paste, coriander powder and stir to cook for 30 seconds.', 'Pour in the chicken stock with the coconut milk and bring to a simmer.', 'Add the lime zest and stir in the noodles. Simmer to cook them as per the packet - usually about 5 minutes.', 'Add the pak choi for a minute then add the prawns into broth. Cook for 1 minutes to reheat them and serve in big bowls.', 'Add toppings of your choice and squeeze over lime juice to taste.']",10,10
Thari Walee Lamb,Lamb Curry,medium,158861,3.6,162.0,4.0,['LACTOSE-FREE'],"['600g leg of lamb (washed, trimmed & cubed)']","['Heat the oil in a heavy based pan and add the onions, after a few minutes stir in the chopped garlic.', 'Cook on a gentle heat so the onions cook to a dark golden brown. This will take at least 20 minutes. If the onions catch on the pan add a splash of water and stir.', 'Reduce the heat and add the tomatoes, ginger, salt, cumin, turmeric, chilli, coriander stalks and fenugreek. Stir together and increase the heat so the onions and tomatoes melt with the spices creating a thick aromatic masala sauce. This will take about 5-10 minutes.', 'Add the lamb and stir-fry to seal the meat and coat with the masala sauce.', 'Reduce the heat to the lowest setting and move the pan to the smallest hob. Place the lid on the pan and allow the lamb to cook gently in it own juices. This will take between 40-60 minutes. Stir occasionally until tender.', 'If you want more of a gravy add some boiling water and leave to simmer for another few minutes.', 'Remove from the heat and add the garam masala, sprinkle with the fresh coriander and serve.']",10,60
Tomato Base Restaurant Sauce,Tomato Masala,medium,91266,3.7,45.0,4.0,['VEGETARIAN'],"['500g onions, peeled', '25g fresh root ginger', '900ml water', '25g garlic', '1 tbsp salt', '400g tin of tomatoes', '4 tbsp of vegetable oil', '1 tbsp tomato purée', '1 tbsp turmeric', '1 tsp mild chilli powder/paprika']","['Roughly chop the onion, ginger and garlic.', 'In a blender blitz the onions, ginger and garlic with half the water until you have a smooth paste.', 'Place this blended paste and the remaining water into a large pan. Stir in the salt and bring to boil, ten reduce the heat and leave to simmer for about 45 minutes. Leave to cool.', 'Once cooled, pour into a blender and whizz until you are left with a completely smooth sauce.', 'Blend the tinned tomatoes until completely smooth.', 'Heat the oil in a clean pan and add the tomato purée, turmeric and chilli powder. Stir in the blended tomatoes and bring it all to the boil.', 'Reduce the heat and leave to simmer for 10 minutes. Stir in the onion mix and bring it all to a boil. After a few minutes reduce to a simmer.', 'Skim off any froth from the top and leave to cook for 25 minutes continuing skimming off any froth.', 'Leave to cool and store in the refrigerator for 5 days, or freeze', 'Heat and use as and when required.']",10,65
Tomato Kachumber Salad,Tomato and Onion Salad,medium,61585,3.9,29.0,4.0,['VEGETARIAN'],"['1 small red onion', '2 tomatoes', '1 chilli, finely chopped', 'Fresh coriander leaves', 'Juice from 1 lemon', '1 tsp salt', '½ tsp garam masala', '1 tsp kalonji seeds']","['Cut the onions, tomato, chilli into a very fine dice and place into a bowl.', 'Finely chop the coriander and place into the bowl.', 'Squeeze in the lemon and sprinkle in the salt, garam masala, kalonji seeds - stir and serve.']",20,0
Turnip Chana Dhal,Shalgam Chana,mild,47237,4.1,28.0,6.0,['VEGETARIAN'],"['4 small turnips', '125g Chana Dal', '1 small onion, sliced', '2 cloves of garlic, sliced', '3 ripe tomatoes', '1 or 2 green chillies', '4cm piece of ginger', '1 tbsp oil', '1 tsp cumin seeds', '4 cm piece cassia bark', '1 tsp mustard seeds', '1 tsp coriander seeds', '½ tsp red chilli powder', '½ turmeric powder', '1tsp or to taste salt', 'handful fresh coriander, chopped']","['Clean the chana dal and soak it in water for 3-4 hours before hand.', 'Peel, wash and cut turnips into small pieces.', 'Put the soaked dal and turnip pieces into a prerssure cooker, add 2 cups water, salt and then close the cooker and begin to heat.', 'After the first whistle reduce the heat and leave it to simmer about 4 minutes, then remove from the heat. Leave to cook and DO NOT open until the pressure has been releases.', 'Meanwhile roughly chop the tomatoes and chillies and ginger.', 'Place the cumin, mustard and coriander seeds in a frying pan and roast until they turn a shade darker and become frgrant. Crush the spices in a pestle and mortar or a spice grinder.', 'Then put the tomatoes, green chillies, ginger into a blender to make a fine paste.', 'Heat oil in a frying pan and add the cumin and cassia. Once fragrant add the sliced onions and garlic until they just start to brown.', 'Stir in the turmeric powder, salt and ground spices once this becomes fragrant stir in the tomato mixture and leave to cook until you have a thick masala sauce.', 'Open the cooker, and check the dhal is well cooked by squeezing the chana between your fingers. If they are cooked stir in the masala sauce into the dhal.', 'If you want to loosen it a little add enough hot water to get the consistency you want.', 'Add the chopped coriander and garnish with a little butter.']",10,40
"Vegan Wild Rice, Cumin & Chickpea Burgers",Channa Chaul Tikki,medium,12641,4.2,9.0,4.0,['VEGETARIAN'],"['200g cooked and cooled wild rice', '200g tinned chickpeas, drained', '2 shallots, minced', '1 tsp cumin seeds', '2 clove garlic, minced', '6 mushrooms, finely chopped', '1 green chilli chopped (optional)', '1 large fresh tomato, diced', '1 tsp salt', '1/2 tsp turmeric', '1/2 tsp chilli powder', '35g Panko breadcrumbs', '2 tbsp chopped fresh coriander', '½ tsp Kashmiri chilli powder', '2 tbsp rapeseed oil for frying']","['Cook the rice as per the instructions on the pack.', 'Heat the a frying pan over medium heat. Once hot, add oil and cumin seeds.', 'Once fragrant add the shallots and cook until translucent then add the garlic and cook for a minute. Add the mushrooms, chopped green chilli and tomatoes.', 'Season with salt, turmeric and chilli powder, and saute until you have a dry paste.', 'Add the drained chickpeas, cooked rice, to coat and remove from heat and set aside.', 'Put the cooled mixture, fresh coriander, panko breadcrumbs into a bowl and mix thoroughly with your hand. Squash the chickpeas until you have a pliable mixture – it should come together.', 'Form the mixture into four 1/2-inch thick patties – you need to press them together very firmly and place in the fridge so they set.', 'Heat oil in a large frying pan over medium-high heat. Add patties and cook until golden brown, about 4 minutes per side.', 'Toast some wholemeal pitta breads and serve the burgers in the pitta with salad and some Spiced tomato chutney.']",10,15
Vegetable Pilau,Mixed Vegetable Rice,medium,69937,4.0,15.0,4.0,['VEGETARIAN'],"['50g peas', '1 carrot (diced small)', '100g mixed vegetables - mushrooms, cauliflower, sweetcorn etc']","['Wash the rice until water runs clear and set to one side.', 'In a small bowl add the saffron strands and pour in a splash milk. Leave the saffron to steep.', 'Heat the oil and add the bay leaves, cassia bark, peppercorns, cumin seeds, cardamoms, black cardamom, cloves and stir-fry for 2 minutes until the spices become aromatic.', 'Add chopped onions and cook until soft. Stir in the salt and cook until the onion just begin to turn golden then stir in the ginger, garlic, green chilli,\xa0mint and coriander leaves.', 'Add the mixed vegetables. Stir to coat and cook for a few minutes.', 'Add the washed rice and stir through very gently. Add the water and bring to the boil.', 'Reduce the heat to the lowest setting and place the lid on the pan and leave to cook for 10 minutes. Splash the saffron milk on the rice and leave the lid on the pan for a few more minutes.', 'Remove the lid and fork through the rice and serve.']",10,20
Watermelon and Feta Chaat,Indian Style Watermelon and Feta Salad,medium,16652,4.4,11.0,6.0,['VEGETARIAN'],"['250g atta', 'salt pinch', '1 tsp ajwain', '½ tsp baking powder', '3 tbsp rapeseed oil or ghee', '1/4 cup water']","['Add the flour to a bowl and mix in the salt and carom seeds.', ""Add the oil and start to knead to form a dough pour in the water a little at a time until you have a soft dough. If it's sticky add a little more flour. Let it rest for 15 mins. Knead a little more to soften."", 'Heat oven 200°c', 'Take a ball and roll out to make a roti about 2-3mm thickness.', 'With a fork make holes all over the surface of the rolled out roti.', 'Using a cookie cutter cut out round discs and place onto a baking sheet lined with parchment paper.', 'Bake in the oven for 8-10 minutes, turning half way just until they turn golden (keep an eye on them).', 'Remove from the oven and leave to cool until crisp.']",40,15
Zambezi Baked Sea Bream,Shama with relish,medium,11808,4.0,7.0,2.0,['LACTOSE-FREE'],"['2 whole sea bream (sea bass fillets if you prefer)', '1 onion, sliced', '1 green pepper, chopped', '1 tomato, chopped', '3 garlic cloves', '2cm piece of ginger', '1 red chilli', '½ tsp salt', 'Half a lemon', 'Fresh coriander (optional)', '½ tsp chilli flakes']","['Heat your oven to 180ºC', 'Remove any scales, clean and wash the fish. With a sharp knife make 3 or 4 slits on the outside of the fish on both sides. Set to one side.', 'In a pestle and mortar crush the coriander seeds, cumin seeds, black peppercorns and place into a bowl.', 'Chop the curry leaves and add to the bowl with the turmeric, chilli powder and methi. Stir in the oil to make a paste.', 'Slice the ginger, garlic and chillies.', 'Chop the peppers and tomato, slice the onion and mix with the ginger, garlic and chillies.', 'Smear some of the spice mix inside the fish and then stuff it with the onion mixture. Smear the remaining fish masala all over the outside of the fish.', 'Place the fish onto some foil and fold it to seal neatly.', 'Place of a baking sheet and cook for\xa020-30 minutes until cooked through. This can also be cooked on the BBQ for a smoky flavour.', 'Once cooked, remove from the oven and open up the parcel with will be aromatic and delicious. You can put this under a hot grill for a few minutes to crispy up if you want to.', 'Serve with some cooked rice, a squeeze of lemon juice and a sprinkle of coriander. I also like to add a few chilli flakes.']",5,20
Zhoug,Middle Eastern Coriander Dip,medium,67834,3.7,3.0,4.0,['VEGETARIAN'],"['4 cloves garlic, roughly chopped', '2 bunches of fresh coriander, leaves and stems (unless very hard)2-3 green chillies', '1 tsp sea salt', '4 whole green cardamom', '1 tsp cumin seeds', '½-1 tsp red chilli flakes', '150ml oilve oil or rapeseed oil', '1 lemon, juice of']","['Toast the cardamom and cumin until fragrant in a dry pan.', 'Place in a spice grind and blitz to a powder.', 'Add the garlic cloves, coriander leaves, chillies, salt and red pepper flakes and blend agin.', ""Pour in the oil until it's smooth (you may need to scrape the sides down)."", 'The flavour of this dip transforms and changes over time so let it relax in the fridge.\xa0This will keep for 7-8 days in the fridge.']",5,5
